username,map_label,project_code,sampleMedia,combinedID,sampleID,internalSampleID,visitDate,dateAnalTPTN,TN,TP,dateAnalDiss,disNH4,disNO3,disPO4,dateAnalTDPTDN,TDN,TDP,locName,Pool Volume (cu ft),Location Sortable,specific_location,samp_type,notes,samp_notes,y,x,Mean_TP,Max_TP,Min_TP,Mean_TN,Max_TN,Min_TN,Mean_disNH4,Max_disNH4,Min_disNH4,Mean_disNO3,Max_disNO3,Min_disNO3,Mean_disPO4,Max_disPO4,Min_disPO4
midden_BGSU,20-21,OAKWE,water,OAKWE_20230614_W03650,W03650,W03650,2023-06-14,20230711.0,1.21,0.05,20230615,,0.0882,,field blanks,,,Wetland Pool 43,10000.0,Wetland Pool 43,,sample,,Minimal vegetation. Algae present,41.026145,-83.68338,0.13166666666666668,0.439,0.034,4.115002333333334,13.07,0.511,0.2613666666666667,0.6932,0.0216,2.1808400000000003,10.4724,0.0529,,,
midden_BGSU,20-21,OAKWE,water,OAKWE_20230614_W03651,W03651,W03651,2023-06-14,20230711.0,,,20230615,,0.1097,,field blanks,,,Wetland Pool 20,5000.0,Wetland Pool 20,Van,blank,,,41.02275167,-83.68374167,0.47733333333333333,1.049,0.054,0.7924,1.665,0.12,0.0356,0.0356,0.0356,0.08742055363636364,0.166595,0.0126,0.46295,0.9025,0.0234
midden_BGSU,20-21,OAKWE,water,OAKWE_20230614_W03652,W03652,W03652,2023-06-14,20230711.0,,,20230615,,0.0714,,,,,Wetland Pool 20,5000.0,Wetland Pool 20,Van,blank,,,41.02272667,-83.68375,0.47733333333333333,1.049,0.054,0.7924,1.665,0.12,0.0356,0.0356,0.0356,0.08742055363636364,0.166595,0.0126,0.46295,0.9025,0.0234
midden_BGSU,20-21,OAKWE,water,OAKWE_20230614_W03653,W03653,W03653,2023-06-14,20230711.0,2.72,0.08,20230615,0.3066,1.135,0.025,,,,Wetland Pool 32,10000.0,Wetland Pool 32,,sample,,Light-moderate veg. Firm bottom. Puddles. ,41.02601167,-83.683995,0.055,0.08,0.03,1.7950000000000002,2.72,0.87,0.3066,0.3066,0.3066,0.62285,1.135,0.1107,0.025,0.025,0.025
midden_BGSU,20-21,OAKWE,water,OAKWE_20230614_W03654,W03654,W03654,2023-06-14,20230711.0,1.87,0.18,20230615,,0.0712,,,,,Wetland Pool 31,10000.0,Wetland Pool 31,,sample,,No flow from tiles. Depth varies/puddles. Range 4-14 cm. ,41.02585,-83.685315,0.24428571428571427,0.485,0.03,2.6817724285714286,6.763,0.728,0.08526666666666666,0.1732,0.0225,0.09945,0.1544,0.0565,0.0386,0.0586,0.0104
midden_BGSU,20-21,OAKWE,water,OAKWE_20230614_W03655,W03655,W03655,2023-06-14,20230711.0,0.89,0.03,20230615,,0.1102,,,,,Wetland Pool 30,20000.0,Wetland Pool 30,Near tile,sample,,No flow. Moderate dense vegetation mostly underwater ,41.02598667,-83.686355,0.1769090909090909,0.851,0.03,2.2388654545454547,8.23239,0.54,0.44480000000000003,0.8675,0.0221,0.1876125,0.8054,0.0545,0.0763,0.1181,0.0345
midden_BGSU,20-21,OAKWE,water,OAKWE_20230614_W03656,W03656,W03656,2023-06-14,20230711.0,1.96,0.25,20230615,,0.4992,,,,,Wetland Pool 22,15000.0,Wetland Pool 22,,sample,,Moderate dense vegetation soft bottom,41.02490333,-83.68770167,0.17833333333333334,0.456,0.036,1.7066666666666663,5.18,0.704,0.051500000000000004,0.058,0.045,0.165781,0.4992,0.0433,0.1558,0.1558,0.1558
midden_BGSU,20-21,OAKWE,water,OAKWE_20230615_W03657,W03657,W03657,2023-06-15,20230712.0,,,20230615,,0.2741,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,,blank,,,41.02507167,-83.69828333,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20230615_W03658,W03658,W03658,2023-06-15,20230712.0,,,20230615,,0.1805,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,,blank,,,41.025085,-83.69826333,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20230615_W03659,W03659,W03659,2023-06-15,20230712.0,4.7,,20230615,,4.4833,,,,,Aurand Run downstream,,Aurand Run downstream,5 m from bridge,sample,,,41.02391333,-83.69821667,0.0455,0.122,0.016,1.75824,7.272,0.220779,0.05790000000000001,0.1024,0.0279,1.3299103333333333,6.4222,0.094,0.012549999999999999,0.0133,0.0118
midden_BGSU,20-21,OAKWE,water,OAKWE_20230615_W03660,W03660,W03660,2023-06-15,20230712.0,1.0,0.03,20230615,,0.2286,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,,sample,,,41.02407833,-83.69663667,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20230615_W03661,W03661,W03661,2023-06-15,20230712.0,4.54,,20230615,,4.4641,,,,,Aurand Run connection to P1,,Aurand Run connection to P1,,sample,,No connection,41.02348167,-83.69610167,0.11739999999999999,0.45,0.011,2.7123605454545454,11.79,0.21334,0.0736,0.2631,0.0144,2.1385950000000005,9.3702,0.1076,0.07723333333333333,0.16,0.0144
midden_BGSU,20-21,OAKWE,water,OAKWE_20230615_W03662,W03662,W03662,2023-06-15,20230712.0,5.86,0.91,20230615,0.0598,0.2437,0.0414,,,,Wetland Pool 6,8055.0,Wetland Pool 06,South edge ,sample,,,41.02408,-83.69325667,0.3162,0.91,0.091,2.6555936000000004,5.86,0.824,0.0598,0.0598,0.0598,0.17863333333333334,0.2437,0.1234,0.02635,0.0414,0.0113
midden_BGSU,20-21,OAKWE,water,OAKWE_20230615_W03663,W03663,W03663,2023-06-15,20230712.0,6.46,1.16,20230615,1.2161,0.1758,0.1776,,,,Wetland Pool 8,6000.0,Wetland Pool 08,,sample,,,41.02376833,-83.69255,0.3268333333333333,1.16,0.06,2.8573513333333334,6.46,0.504,1.2161,1.2161,1.2161,0.112525,0.1758,0.0502,0.09143333333333332,0.1776,0.0195
midden_BGSU,20-21,OAKWE,water,OAKWE_20230615_W03664,W03664,W03664,2023-06-15,20230712.0,3.64,0.43,20230615,1.1857,0.1887,,,,,Wetland Pool 12,12750.0,Wetland Pool 12,,sample,,,41.02412333,-83.69184667,0.36588888888888893,1.503,0.05,3.307778,12.95108,0.559,0.598,1.1857,0.0103,0.1022,0.1887,0.037,0.0148,0.0161,0.0135
midden_BGSU,20-21,OAKWE,water,OAKWE_20230615_W03665,W03665,W03665,2023-06-15,20230712.0,2.37,0.39,20230615,0.0261,0.1997,0.0433,,,,Wetland Pool 13,6000.0,Wetland Pool 13,,sample,,Very dense tall veg cattails,41.024105,-83.69132333,0.1462,0.39,0.044,1.6569292,2.854,0.455,0.02855,0.031,0.0261,0.107575,0.1997,0.0505,0.0433,0.0433,0.0433
midden_BGSU,20-21,OAKWE,water,OAKWE_20230615_W03666,W03666,W03666,2023-06-15,20230712.0,1.12,0.06,20230615,,,,,,,Wetland Pool 18,19452.0,Wetland Pool 18,North end ,sample,,Cattails on edges. Other low or underwater veg in deeper water,41.0238,-83.68997833,0.09984615384615385,0.261,0.04,1.4081614615384614,2.537,0.484,0.12544,0.3864,0.0307,0.113521125,0.174,0.01,0.0682,0.169,0.016
midden_BGSU,20-21,OAKWE,water,OAKWE_20230615_W03667,W03667,W03667,2023-06-15,20230712.0,1.55,0.1,20230615,,0.2136,,,,,Wetland Pool 19,11124.0,Wetland Pool 19,,sample,,Cattail edges low veg middle like pool 18,41.02325333,-83.69018333,0.17655555555555558,0.642,0.02,2.048147888888889,5.231225,0.124,0.6717,0.6717,0.6717,0.12080000000000002,0.2136,0.0246,0.0145,0.0145,0.0145
midden_BGSU,20-21,OAKWE,water,OAKWE_20230615_W03668,W03668,W03668,2023-06-15,20230712.0,1.22,0.15,20230615,,0.1732,0.0174,,,,Wetland Pool 4,49146.0,Wetland Pool 04,,sample,,Veg and depth like 9,41.02349,-83.69364833,0.15163636363636362,0.445,0.054,1.877506818181818,4.471,0.416,0.09705,0.1956,0.0267,0.13835,0.1732,0.0922,0.03106666666666667,0.0435,0.0174
midden_BGSU,20-21,OAKWE,water,OAKWE_20230615_W03669,W03669,W03669,2023-06-15,20230712.0,15.57,0.02,20230615,0.0235,13.9452,,,,,Aurand Run upstream,,Aurand Run upstream,,sample,,,,,0.039,0.104,0.012,3.079126,15.57,0.272056,0.0908625,0.2311,0.0175,2.8381375,13.9452,0.0979,0.0236,0.0236,0.0236
midden_BGSU,20-21,OAKWE,water,OAKWE_20230726_W03744,W03744,W03744,2023-07-26,,,,20230731,,0.0792,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,Field blank,blank,,,41.02510833,-83.69819167,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20230726_W03745,W03745,W03745,2023-07-26,,,,20230731,,0.0696,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,Field blank,blank,,,41.02509833,-83.6982,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20230726_W03746,W03746,W03746,2023-07-26,,,,20230731,0.0787,0.2963,0.0133,,,,Aurand Run downstream,,Aurand Run downstream,,sample,,,41.023875,-83.69822333,0.0455,0.122,0.016,1.75824,7.272,0.220779,0.05790000000000001,0.1024,0.0279,1.3299103333333333,6.4222,0.094,0.012549999999999999,0.0133,0.0118
midden_BGSU,20-21,OAKWE,water,OAKWE_20230726_W03747,W03747,W03747,2023-07-26,,,,20230731,,,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,,sample,,,41.02405167,-83.69654833,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20230726_W03748,W03748,W03748,2023-07-26,,,,20230731,,,,,,,Wetland Pool 18,19452.0,Wetland Pool 18,South end,sample,,,41.023715,-83.68997833,0.09984615384615385,0.261,0.04,1.4081614615384614,2.537,0.484,0.12544,0.3864,0.0307,0.113521125,0.174,0.01,0.0682,0.169,0.016
midden_BGSU,20-21,OAKWE,water,OAKWE_20230726_W03749,W03749,W03749,2023-07-26,,,,20230731,,,0.0169,,,,Wetland Pool 9,52478.0,Wetland Pool 09,,sample,,,41.02323833,-83.69234833,0.22999999999999998,0.444,0.108,2.2430332,4.26,0.699,0.2761,0.2947,0.2575,0.11418333333333335,0.1742,0.0503,0.0169,0.0169,0.0169
midden_BGSU,20-21,OAKWE,water,OAKWE_20230726_W03750,W03750,W03750,2023-07-26,,,,20230731,0.0267,,0.0435,,,,Wetland Pool 4,49146.0,Wetland Pool 04,,sample,,,41.02344167,-83.69373,0.15163636363636362,0.445,0.054,1.877506818181818,4.471,0.416,0.09705,0.1956,0.0267,0.13835,0.1732,0.0922,0.03106666666666667,0.0435,0.0174
midden_BGSU,20-21,OAKWE,water,OAKWE_20230726_W03751,W03751,W03751,2023-07-26,,,,20230731,,,,,,,Aurand Run upstream,,Aurand Run upstream,,sample,,,41.01937833,-83.688265,0.039,0.104,0.012,3.079126,15.57,0.272056,0.0908625,0.2311,0.0175,2.8381375,13.9452,0.0979,0.0236,0.0236,0.0236
midden_BGSU,20-21,OAKWE,water,OAKWE_20230725_W03736,W03736,W03736,2023-07-25,,,,20230726,,0.086,,,,,Wetland Pool 34,15000.0,Wetland Pool 34,,sample,,,41.02584167,-83.68247167,0.12322222222222222,0.21,0.028,2.1979314444444444,3.466,0.9,0.12476666666666665,0.2054,0.0273,0.08424000000000001,0.1248,0.0507,,,
midden_BGSU,20-21,OAKWE,water,OAKWE_20230725_W03737,W03737,W03737,2023-07-25,,,,20230726,,,,,,,Wetland Pool 42,15000.0,Wetland Pool 42,,sample,,,41.02611833,-83.68465833,0.3547272727272727,1.655,0.05,3.3046794545454548,13.304,0.627,0.039575,0.0857,0.0122,0.09614285714285715,0.1488,0.0462,0.07243333333333334,0.1044,0.0214
midden_BGSU,20-21,OAKWE,water,OAKWE_20230725_W03738,W03738,W03738,2023-07-25,,,,20230726,,0.0677,,,,,Wetland Pool 30,20000.0,Wetland Pool 30,,sample,,,41.02568333,-83.686055,0.1769090909090909,0.851,0.03,2.2388654545454547,8.23239,0.54,0.44480000000000003,0.8675,0.0221,0.1876125,0.8054,0.0545,0.0763,0.1181,0.0345
midden_BGSU,20-21,OAKWE,water,OAKWE_20230725_W03739,W03739,W03739,2023-07-25,,,,20230726,,,,,,,Wetland Pool 39,30000.0,Wetland Pool 39,,sample,,,41.02396667,-83.68750167,0.10725,0.32,0.025,1.605461625,2.687,0.51,0.0147,0.0147,0.0147,0.0715,0.1173,0.0255,0.018866666666666667,0.0225,0.0121
midden_BGSU,20-21,OAKWE,water,OAKWE_20230725_W03740,W03740,W03740,2023-07-25,,,,20230726,,0.0559,0.0105,,,,Wetland Pool 26,22424.0,Wetland Pool 26,,sample,,,41.02462167,-83.68506667,0.10855555555555556,0.221,0.037,1.5949301111111112,3.654,0.72,,,,0.07313333333333333,0.1173,0.0462,0.01105,0.0116,0.0105
midden_BGSU,20-21,OAKWE,water,OAKWE_20230725_W03741,W03741,W03741,2023-07-25,,,,20230726,,,,,,,Wetland Pool 40,126000.0,Wetland Pool 40,,sample,,,41.02455167,-83.685265,0.08807407407407408,0.478,0.02,1.3274607407407406,2.716,0.88,0.045540000000000004,0.0634,0.0212,0.0747351875,0.159463,0.0227,0.0107,0.0107,0.0107
midden_BGSU,20-21,OAKWE,water,OAKWE_20230725_W03742,W03742,W03742,2023-07-25,,,,20230726,,,,,,,Wetland Pool 20,5000.0,Wetland Pool 20,Field blank,blank,,,,,0.47733333333333333,1.049,0.054,0.7924,1.665,0.12,0.0356,0.0356,0.0356,0.08742055363636364,0.166595,0.0126,0.46295,0.9025,0.0234
midden_BGSU,20-21,OAKWE,water,OAKWE_20230725_W03743,W03743,W03743,2023-07-25,,,,20230726,,,,,,,Wetland Pool 20,5000.0,Wetland Pool 20,Field blank,blank,,,,,0.47733333333333333,1.049,0.054,0.7924,1.665,0.12,0.0356,0.0356,0.0356,0.08742055363636364,0.166595,0.0126,0.46295,0.9025,0.0234
